query,sop,score
请问发票邮箱填错了怎么改该怎么办,建议处理：订单完成后可在发票中心提交开票信息，审核通过后生成电子发票并发送到预留邮箱，完成后更新工单状态。,1.0
请教一下连续输错密码后无法登录怎么办,当账号因输错密码次数过多被锁定时，等待解锁时间结束或通过身份验证解锁后重新登录，完成后更新工单状态。,1.0
想问下账号登不上去提示密码错误怎么办,SOP：当用户忘记密码时，点击忘记密码按钮并完成身份校验后重置密码，恢复账号访问,1.0
请问连续输错密码后无法登录怎么办,当用户收不到短信验证码时，先检查手机号绑定状态，再切换邮箱验证或联系客服处理，完成后更新工单状态。,1.0
请教一下电子发票在哪里下载该怎么办,SOP：当退款发生后，如已开具发票需按规则申请红字发票或作废处理，完成后更新工单状态。,1.0
咨询一下什么时候发货如何处理,处理规则：当订单已发货但需拦截时，联系商家发起物流拦截申请，拦截成功后再安排退款或重发，完成后更新工单状态。,1.0
咨询一下商品有问题怎么退货要怎么解决,当用户申请退款时，在订单详情页提交退款原因并等待商家审核，审核通过后原路退款，并在系统中记录处理结果。,1.0
请教一下退款审核要多久,SOP：当用户申请退款时，在订单详情页提交退款原因并等待商家审核，审核通过后原路退款，完成后更新工单状态。,1.0
我想知道发票邮箱填错了怎么改怎么处理,当发票抬头填写错误时，在未开票前可修改抬头信息，已开票需申请红冲后重新开具,1.0
想问下退款后发票怎么处理,建议处理：订单完成后可在发票中心提交开票信息，审核通过后生成电子发票并发送到预留邮箱,1.0
用户无法登录系统怎么处理,建议处理：当账号因输错密码次数过多被锁定时，等待解锁时间结束或通过身份验证解锁后重新登录，并在系统中记录处理结果。,1.0
麻烦问一下店铺券和平台券怎么一起用有没有处理办法,处理规则：当新人券无法使用时，确认账号是否为新用户以及是否符合新人活动规则，完成后更新工单状态。,1.0
我想知道收到货不满意可以退吗应该怎么弄,建议处理：当退款迟迟未到账时，先核对退款状态和原支付渠道到账周期，超时后联系客服处理。,1.0
帮我看看登录提示需要身份验证怎么处理,当系统提示密码错误时，引导用户确认账号信息后使用找回密码流程重置密码，并在系统中记录处理结果。,1.0
咨询一下商家拒绝退款怎么办,标准流程：当退款迟迟未到账时，先核对退款状态和原支付渠道到账周期，超时后联系客服处理。,1.0
我想知道支付成功但页面显示未支付怎么办,建议处理：当页面显示未支付但支付已成功时，以支付流水为准进行订单状态校正，并在系统中记录处理结果。,1.0
我想知道什么时候发货要怎么解决,当包裹显示签收但用户未收到时，先联系派件员核实签收情况，必要时申请丢件调查或补发,1.0
怎么申请退款,当退款迟迟未到账时，先核对退款状态和原支付渠道到账周期，超时后联系客服处理，完成后更新工单状态。,1.0
请问发票邮箱填错了怎么改要怎么解决,处理规则：订单完成后可在发票中心提交开票信息，审核通过后生成电子发票并发送到预留邮箱，并在系统中记录处理结果。,1.0
我想知道订单已发货还能拦截吗该怎么办,建议处理：当物流长时间未更新时，先核对承运商节点信息，再联系物流公司或商家发起物流异常核查,1.0
麻烦问一下收到货不满意可以退吗怎么处理,标准流程：当售后被拒绝时，可根据拒绝原因补充凭证后再次提交或申请平台介入,1.0
请教一下发票抬头填错了怎么办,当发票抬头填写错误时，在未开票前可修改抬头信息，已开票需申请红冲后重新开具,1.0
请问快递异常怎么处理,标准流程：当发货前发现地址填写错误时，可在商家发货前申请修改收货地址。,1.0
账号登不上去提示密码错误怎么办,当用户收不到短信验证码时，先检查手机号绑定状态，再切换邮箱验证或联系客服处理,1.0
帮我看看登录时一直提示密码不对怎么办,当账号因输错密码次数过多被锁定时，等待解锁时间结束或通过身份验证解锁后重新登录，必要时联系人工客服协助。,1.0
请问验证码登录失败怎么办,SOP：当用户收不到短信验证码时，先检查手机号绑定状态，再切换邮箱验证或联系客服处理，完成后更新工单状态。,1.0
请问发票邮箱填错了怎么改该怎么办,处理规则：订单完成后可在发票中心提交开票信息，审核通过后生成电子发票并发送到预留邮箱，并在系统中记录处理结果。,1.0
请问订单完成后怎么补开发票,标准流程：当退款发生后，如已开具发票需按规则申请红字发票或作废处理，并在系统中记录处理结果。,1.0
帮我看看支付时报错了怎么办,当支付失败时，先确认支付渠道余额和限额，再更换支付方式重新付款,1.0
我想知道发票邮箱填错了怎么改怎么处理,标准流程：订单完成后可在发票中心提交开票信息，审核通过后生成电子发票并发送到预留邮箱，完成后更新工单状态。,1.0
请教一下验证码登录失败怎么办,SOP：当用户收不到短信验证码时，先检查手机号绑定状态，再切换邮箱验证或联系客服处理,1.0
请问订单已发货还能拦截吗该怎么办,当物流长时间未更新时，先核对承运商节点信息，再联系物流公司或商家发起物流异常核查,1.0
我想知道账号登不上去提示密码错误怎么办,标准流程：当账号因输错密码次数过多被锁定时，等待解锁时间结束或通过身份验证解锁后重新登录，必要时联系人工客服协助。,1.0
想问下发货太慢怎么催该怎么办,当发货超时未出库时，提醒商家尽快发货，超出承诺时效可申请补偿或取消订单，必要时联系人工客服协助。,1.0
请教一下商家拒绝退款怎么办,标准流程：当退款迟迟未到账时，先核对退款状态和原支付渠道到账周期，超时后联系客服处理。,1.0
帮我看看包裹丢了怎么处理,当包裹显示签收但用户未收到时，先联系派件员核实签收情况，必要时申请丢件调查或补发,1.0
麻烦问一下发货太慢怎么催,当发货超时未出库时，提醒商家尽快发货，超出承诺时效可申请补偿或取消订单,1.0
麻烦问一下企业发票怎么开要怎么解决,当发票抬头填写错误时，在未开票前可修改抬头信息，已开票需申请红冲后重新开具。,1.0
我想知道优惠券被回收了怎么办,标准流程：当满减券不生效时，检查结算商品是否参与活动以及是否已达到最低使用门槛,1.0
帮我看看退款后发票怎么处理,SOP：订单完成后可在发票中心提交开票信息，审核通过后生成电子发票并发送到预留邮箱，必要时联系人工客服协助。,1.0
请问验证码登录失败怎么办,当登录需要二次验证时，校验绑定手机或邮箱验证码，验证通过后允许登录。,1.0
咨询一下为什么提示不满足优惠条件如何处理,标准流程：店铺券和平台券能否叠加需以活动规则为准，不支持叠加时仅可选择其中一种使用，并在系统中记录处理结果。,1.0
我想知道快递停滞几天了怎么办,建议处理：当发货前发现地址填写错误时，可在商家发货前申请修改收货地址。,1.0
咨询一下商家拒绝退款怎么办,当退款迟迟未到账时，先核对退款状态和原支付渠道到账周期，超时后联系客服处理，并在系统中记录处理结果。,1.0
帮我看看支付时报错了怎么办,标准流程：当出现重复扣款时，核对支付流水后发起原路退款，仅保留一笔有效订单，完成后更新工单状态。,1.0
